date,USSR,United States,United Kingdom,France,Japan,European Collaboration,Germany,China,Italy,India,Israel,Russia,Brazil,North Korea,Iran,South Korea,Taiwan,Australia
01/02/2011,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/03/2011,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/04/2011,0,4,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0
01/05/2011,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/06/2011,0,8,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0
01/07/2011,0,4,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0
01/08/2011,0,1,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0
01/09/2011,0,3,0,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0
01/10/2011,0,2,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0
01/11/2011,0,2,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
01/12/2011,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,0,0
01/01/2012,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
01/02/2012,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/03/2012,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
01/04/2012,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
01/05/2012,0,2,0,1,1,1,0,4,0,0,0,2,0,0,1,0,0,0
01/06/2012,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/07/2012,0,2,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0
01/08/2012,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
01/09/2012,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0
01/10/2012,0,2,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0
01/11/2012,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0
01/12/2012,0,3,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0
01/01/2013,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01/02/2013,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01/03/2013,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/04/2013,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
01/05/2013,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/06/2013,0,1,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0
01/07/2013,0,2,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0
01/08/2013,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
01/09/2013,0,7,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0
01/10/2013,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
01/11/2013,0,2,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0
01/12/2013,0,4,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0
01/01/2014,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/02/2014,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
01/03/2014,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
01/04/2014,0,2,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0
01/05/2014,0,2,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0
01/06/2014,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01/07/2014,0,5,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
01/08/2014,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
01/09/2014,0,4,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0
01/10/2014,0,3,0,1,0,0,0,3,0,1,0,4,0,0,0,0,0,0
01/11/2014,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0
01/12/2014,0,5,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0
01/01/2015,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2015,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
01/03/2015,0,3,0,1,1,0,0,1,0,1,0,4,0,0,0,0,0,0
01/04/2015,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/05/2015,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/06/2015,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
01/07/2015,0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
01/08/2015,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
01/09/2015,0,0,0,2,0,0,0,5,0,1,0,3,0,0,0,0,0,0
01/10/2015,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
01/11/2015,0,2,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0
01/12/2015,0,2,0,1,0,0,0,4,0,1,0,6,0,0,0,0,0,0
01/01/2016,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
01/02/2016,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
01/03/2016,0,2,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0
01/04/2016,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
01/05/2016,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0
01/06/2016,0,5,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0
01/07/2016,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
01/08/2016,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
01/09/2016,0,3,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0
01/10/2016,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
01/11/2016,0,4,0,1,1,0,0,4,0,0,0,2,0,0,0,0,0,0
01/12/2016,0,5,0,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0
01/01/2017,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
01/02/2017,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01/03/2017,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
01/04/2017,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
01/05/2017,0,3,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0
01/06/2017,0,4,0,1,0,0,0,3,0,2,0,2,0,0,0,0,0,0
01/07/2017,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0
01/08/2017,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
01/09/2017,0,4,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0
01/10/2017,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
01/11/2017,0,2,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0
01/12/2017,0,4,0,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0
01/01/2018,0,5,0,1,1,0,0,5,0,1,0,1,0,0,0,0,0,0
01/02/2018,0,3,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0
01/03/2018,0,3,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0
01/04/2018,0,4,0,1,0,0,1,3,0,1,0,1,0,0,0,0,0,0
01/05/2018,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
01/06/2018,0,2,0,0,2,0,0,4,0,0,0,3,0,0,0,0,0,0
01/07/2018,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
01/08/2018,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
01/09/2018,0,3,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0
01/10/2018,0,1,0,1,1,0,0,6,0,0,0,2,0,0,0,0,0,0
01/11/2018,0,4,0,2,0,0,0,2,0,2,0,4,0,0,0,0,0,0
01/12/2018,0,4,0,2,0,0,0,6,0,1,0,2,0,0,0,0,0,0
01/01/2019,0,3,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0
01/02/2019,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01/03/2019,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0
01/04/2019,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
01/05/2019,0,3,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0
01/06/2019,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/07/2019,0,2,0,1,1,0,0,2,0,1,0,7,0,0,0,0,0,0
01/08/2019,0,5,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0
01/09/2019,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0
01/10/2019,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/11/2019,0,2,0,1,0,0,0,7,0,1,0,1,0,0,0,0,0,0
01/12/2019,0,5,0,1,0,0,0,6,0,1,0,4,0,0,0,0,0,0
01/01/2020,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
01/02/2020,0,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
01/03/2020,0,2,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0
01/04/2020,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
01/05/2020,0,4,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0
01/06/2020,0,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
01/07/2020,0,5,0,0,1,0,0,5,0,0,1,2,0,0,0,0,0,0
01/08/2020,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
01/09/2020,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
01/10/2020,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
01/11/2020,0,5,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0
01/12/2020,0,9,0,2,0,0,0,4,0,1,0,2,0,0,0,0,0,0
01/01/2021,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
01/02/2021,0,5,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0
01/03/2021,0,7,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
01/04/2021,0,5,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0
01/05/2021,0,7,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
01/06/2021,0,7,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0
01/07/2021,0,3,0,1,2,0,0,7,0,0,0,1,0,0,0,0,0,0
01/08/2021,0,5,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0
01/09/2021,0,3,0,1,0,0,0,5,0,0,0,2,0,0,0,0,1,0
01/10/2021,0,2,0,2,1,0,0,5,0,0,0,1,0,0,0,1,0,0
01/11/2021,0,6,0,1,1,0,0,6,0,0,0,2,0,0,0,0,0,0
01/12/2021,0,8,0,3,1,0,0,8,0,0,0,3,0,0,1,0,0,0
01/01/2022,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
01/02/2022,0,7,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0
01/03/2022,0,6,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0
01/04/2022,0,7,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0
01/05/2022,0,6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
01/06/2022,0,9,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,1
01/07/2022,0,18,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,2
01/08/2022,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
01/09/2022,0,11,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0
01/10/2022,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
